book_id,title,author,isbn,publication_year,genre,total_copies,available_copies
d84ebe83-bccb-4d83-99e8-8f33cf4e8ff1,The Portrait of a Lady (Oxford World's Classics),"James, Henry and Bradbury, Nicola (EDT)",,1998,Fiction,5,5
7c706ce2-8f7f-4f67-a7d3-b7ff0cff5ec1,Managing Transitions: Making The Most Of Change,"Bridges, William",,1991,Business & Economics,5,5
b8a27e5d-5342-43c0-852b-abb8369e0654,"Mortgaging The Earth: The World Bank, Environmental Impoverishment, and the Crisis of Development","Rich, Bruce",,1994,Science,5,5
dacd9fbf-bc79-4dd6-9455-5042fab4542a,What Bird Did That?: A Driver's Guide to Some Common Birds of North America,"Silver, Burton",,2004,Pets,5,5
f80c6b06-224c-4b0e-878c-a27656c435d6,Inner Revolution,"Thurman, Robert A. F.",,1999,Religion,5,5
c9ae00ba-4279-4f93-ad2e-33364d28f50d,Lost Cities of the Maya (Discoveries),"Baudez, Claude F. and Picasso, Sydney",,1992,Social Science,5,5
c62f96cd-4a55-4eaf-880f-d18f0dcb9211,Life in Ancient Egypt,"Erman, Adolf",,1971,History,5,5
5417f604-1b0f-4c4a-a449-e6cf710858b8,25 Bicycle Tours in New Jersey,"Zatz, Aline and Zatz, Joel",,1988,Travel,5,5
e0f117a9-4deb-49ee-9268-835af976a157,The World of the Ancient Maya,"Henderson, John S.",,1997,Social Science,5,5
2653bbb7-42e3-4bea-801c-1e8c2e63650d,A Son of Thunder: Patrick Henry and the American Republic,"Mayer, Henry",,2001,Biography & Autobiography,5,5
1a2c47f2-39dc-4de6-9504-1d80bfce08d1,Cam Jansen and the Triceratops Pops Mystery #15,"Adler, David A. and Natti, Susanna (ILT)",,1995,Juvenile Fiction,5,5
5968d5a1-a5c6-417c-b784-efab479f2306,Summerland,"Chabon, Michael",,2002,Juvenile Fiction,5,5
6d3f49ca-0e6a-400d-adaa-8431e00d3625,Three Gospels,"Price, Reynolds (EDT)",,1996,Religion,5,5
a43f5b2b-c121-4668-8a7a-09eafaa3d356,Creative Conversations: The Writer's Complete Guide to Conducting Interviews,"Schumacher, Michael",,1990,Language Arts & Disciplines,5,5
5f98e0a6-1b6b-48bc-94eb-d05c7497eeba,Doing It,"Burgess, Melvin",,2004,Young Adult Fiction,5,5
400bf787-17d8-4b1e-97df-2327fe488cdb,500 Full-Size Patchwork Patterns,"Malone, Maggie",,1899,Art,5,5
b2d56ab1-7478-44fa-83cb-d96b7559ecb2,Stress And The Family: Coping With Normative Transitions (Psychosocial Stress Series),"McCubbin, Hamilton I. (EDT)",,1983,Psychology,5,5
d83f13b1-4ac3-4297-afa6-3b05385c298f,Demon of the Waters: The True Story of the Mutiny on the Whaleship Globe,"Gibson, Gregory",,2002,History,5,5
28e94768-36f6-4aa7-b8e9-1365063106a8,The Tiananmen Papers : The Chinese Leadership's Decision to Use Force Against Their Own People - In Their Own Words,"Liang, Zhang (COM), Nathan, Andrew J. (EDT), Link, Perry (EDT), Nathan, Andrew J., Zhang, Liang, Link, E. Perry (EDT), Zhang, Liang (EDT), Link, E. Perry, and Liang, Zhang",,2001,History,5,5
3524fdc8-eef9-4669-bc19-e4fb05056d05,Struggle for Intimacy (Adult Children of Alcoholics series),"Woititz, Janet Geringer",,1986,Self-help,5,5
d62e2dd8-f532-42d6-a66a-64b3160478d3,550 Home Landscaping Ideas,"Fell, Derek and Erler, Catriona",,1992,Gardening,5,5
efc6e39b-d83e-4504-8762-f4f403f1e14f,Money Harmony: Resolving Money Conflicts in Your Life and Relationships,"Mellan, Olivia",,1994,Family & Relationships,5,5
015c73c6-51d9-4125-a496-c830e89171b8,Who Says Elephants Can't Dance?:  Inside IBM's Historic Turnaround,"Gerstner, Louis V., Jr.",,2002,Business & Economics,5,5
5e4a44d9-96cd-4a05-a5ae-3a46acd2a510,The Expert's Guide To Backyard Birdfeeding,"Adler, Bill, Hughes, Heide, and Hughes, Heidi",,1990,Science,5,5
d2e418ef-69e2-4745-89e7-af5847dda704,American Artists On Art: From 1940 To 1980 (Icon Editions),"Johnson, Ellen H. (EDT)",,1982,Art,5,5
4bc9a9af-a230-40ef-b47b-f33ae9262ccb,The Princess Test (Princess Tales),"Andersen, Hans Christian, Levine, Gail Carson, Elliott, Mark (ILT), and Elliott, Mark",,1999,Juvenile Fiction,5,5
905239dc-7f36-40e0-89d1-bb54f1a47a2b,Best Cat Stories,"O'Mara, Lesley and Geldart, William Geldart (ILT)",,1992,Pets,5,5
96a3803a-5d74-4de4-8652-2b29a04f8d15,Why Can't I Fall in Love? A 12-Step Program,"Boteach, Shmuel",,2001,Religion,5,5
8d165810-b043-43a4-aa69-cd54d2c8cb05,Wolf in the Shadows (A Sharon Mccone Mystery),"Muller, Marcia",,1993,Fiction,5,5
3526bdcf-5339-404f-83be-b970e602ac58,Just Build the Ark and the Animals Will Come:: Children on Bible Stories,"Heller, David",,1994,Religion,5,5
c53fb79e-a994-4e3c-83c5-d9b1846c9d36,A Man for All Seasons: A Play in Two Acts,"Bolt, Robert",,1990,Drama,5,5
eade5e09-03f1-4f53-96f9-f381d9b01c2f,Jeremy: The Tale of an Honest Bunny,"Karon, Jan and Weidner, Teri (ILT)",,2000,Juvenile Fiction,5,5
f85c3cb1-5cc5-4e93-a2c2-ffd881536d74,Harrap's Spanish and English Pocket Dictionary (Harrap's Dictionaries),"Alvarez Garcia, Teresa (EDT), Rodger, Liam (EDT), and Ron Diaz, Elena (EDT)",,2005,Reference,5,5
c0896b6d-7874-4750-9c8a-e4f75c4479d6,Free Flight: From Airline Hell to a New Age of Travel,"Fallows, James M.",,2001,Business & Economics,5,5
e575ae46-c231-4a6f-a06b-471269ea6f71,"Endangered Pleasures: In Defense of Naps, Bacon, Martinis, Profanity, and Other Indulgences","Holland, Barbara",,2000,Health & Fitness,5,5
5dc457de-6ccd-48b1-a4f3-d88ff7227af7,Families on the Fault Line,"Rubin, Lillian B.",,1994,Social Science,5,5
aecfca3e-5b21-4f0d-821a-79ac87b32a72,Our Last Best Shot: Guiding our Children Through Early Adolescence,"Stepp, Laura Sessions",,2001,Family & Relationships,5,5
b47982e8-f993-46d9-ad7f-7d6818712235,Intermediate Algebra Functions and Authentic Applications,"Lehmann, Jay",,1999,Mathematics,5,5
2248cffb-5e80-4996-a12d-6f3c8da1efc9,The Clustering of America,"Weiss, Michael J.",,1989,Social Science,5,5
daceff5f-3c5b-4a28-ada4-732a71c5126a,The PreHistory of The Far Side: A 10th Anniversary Exhibit (Volume 14),"Larson, Gary",,1989,Humor,5,5
c61f44f1-0293-4cd4-a3e8-b8bb89304ca3,Double Buckeyes: A Story of the Way America Used to Be,"Shuster, Bud",,1999,Juvenile Fiction,5,5
ef0d76ea-1799-42f1-8383-bc287e5ece86,Investment Biker: Around the World With Jim Rogers,"Rogers, Jim",,1995,Business & Economics,5,5
84e7c7af-8651-43ca-be85-675f16d97a39,Shakedown: Exposing The Real Jesse Jackson,"Timmerman, Kenneth R.",,2002,Political Science,5,5
deace473-4ec6-4e7f-9005-63cca07db44e,"The Man Who Saw Through Time (The Scribner Library, Lyceum Editions, No. SL429)","Eiseley, Loren C.",,1973,Philosophy,5,5
b0a9f5a4-cb39-4f04-aafc-88ab6e9ccf0d,Message from Forever: A Novel of Aboriginal Wisdom,"Morgan, Marlo",,1998,Fiction,5,5
2ae182e6-e4cc-443d-896e-1bb4750a81df,"Hacking Exposed: Network Security Secrets & Solutions, Third Edition (Hacking Exposed)","McClure, Stuart, Scambray, Joel, and Kurtz, George",,2001,Computers,5,5
c0a24aa8-02b0-4f20-9c15-3092ed2b9f90,Shuffle Up and Deal: The Ultimate No Limit Texas Hold 'em Guide (World Poker Tour),"Sexton, Mike",,2005,Games & Activities,5,5
08b7fe46-06c6-4d8b-a11c-c7c7d25dd44a,A Taste for Love: A Romantic Cookbook for Two,"Harbison, Elizabeth M. and McGowan, Mary",,1996,Cooking,5,5
0f5e785b-800b-46fb-b85c-a902b30f9ce3,The Closing of the American Mind,"Bloom, Allan",,1988,Social Science,5,5
721addad-f6b2-4f76-8356-48ba23179041,Fight Fat After Forty,"Peeke, Pamela",,2000,Health & Fitness,5,5
602f0e7c-dcd5-46c8-86dc-0ff679f80531,Romans,Navigators,,2018,Religion,5,5
47752ac3-9d19-457c-a5d5-72aa998f19bc,Ain't You Glad You Joined the Republicans?: A Short History of the Gop,"Batchelor, John Calvin",,1996,Political Science,5,5
083390a7-b3dd-48a6-b3a4-093aef619295,Don't Know Much About the Bible: Everything You Need to Know About the Good Book but Never Learned,"Davis, Kenneth C.",,1998,Religion,5,5
ee7dabb6-9cda-4a10-8db3-d268322a3eec,The Power of Nice,"Dale, Jim, Shapiro, Ronald M., and Jankowski, Mark A.",,1998,Business & Economics,5,5
f65027b8-4dff-4ad1-903b-9c470816e002,Dave Barry's Stay Fit and Healthy Until You're Dead,"Barry, Dave",,2000,Humor,5,5
a951bf2f-e23e-456a-b6e3-21250b57dd1c,Language and Myth,"Cassirer, Ernst",,1953,Philosophy,5,5
62aa1fbc-20cd-419d-b715-54ff7f201c2d,Ripken: Cal on Cal,"Ripken, Cal, Jr., Iooss, Walter (PHT), and Vancil, Mark (EDT)",,1997,Biography & Autobiography,5,5
1a61d127-d2f5-4944-a97d-036a46364b0f,24 Essential Lessons for Investment Success: Learn the Most Important Investment Techniques from the Founder of Investor's Business Daily,"O'Neil, William J.",,1999,Business & Economics,5,5
ecdcfbaf-1e6c-497d-8fde-f3271014a0a7,The Last Debate:  A Novel of Politics and Journalism,"Lehrer, James, Smith, Peter (EDT), and Osnos, Peter",,1995,Fiction,5,5
cba3846c-e370-40b1-a0c4-37b5642a4dc2,"Parents in Charge: Setting Healthy, Loving Boundaries for You and Your Child","Chidekel, Dana",,2002,Family & Relationships,5,5
b62d631e-be2d-4f89-bb92-0844ee87e911,Prep (Junior Library Guild Selection),"Coburn, Jake",,2003,Young Adult Fiction,5,5
edefbcdf-7e9a-4efc-850a-a865d2b0d906,This Lullaby,"Dessen, Sarah",,2004,Young Adult Fiction,5,5
acd702e8-907f-48cf-b432-5c7139defc5f,ROLLING THUNDER: Jet Combat From WW II to the Gulf War,"Rendall, Ivan",,1999,Technology & Engineering,5,5
55940493-2eed-49a7-93fa-b2b83cd26fe4,The Everything Cover Letter Book (Everything),"Graber, Steven and Lipsman, Mark",,2000,Business & Economics,5,5
9b3d25b4-f15a-40f9-948d-e41e1d38ea6f,Eat Smart for a Healthy Heart Cookbook,"Cooley, Denton A., M.D. and Moore, Carolyn E.",,1992,Cooking,5,5
01e9c45c-e4b8-46db-bd41-2053c17c4679,The Pleasures of Watching Birds,"Oberman, Lola and Swan, Joy (ILT)",,1991,Science,5,5
bdcd47fe-a498-4d02-9863-298b99097458,Young Men and Fire,"MacLean, Norman",,1992,Nature,5,5
e7bf9eba-3799-46cb-b961-57fb4969090a,Spain (Culture Shock! A Survival Guide to Customs & Etiquette),"Graff, Marie Louise",,2001,Travel,5,5
1c0ac468-a568-4d59-98f6-37cd6ee7d13d,What Makes a Goya a Goya?,"Muhlberger, Richard",,1994,Young Adult Nonfiction,5,5
ccf5603b-e23a-47e1-a1f2-e03891f9b107,Let Freedom Ring: Winning the War of Liberty over Liberalism,"Hannity, Sean",,2002,Political Science,5,5
b88755a4-baf4-4c2b-aa8c-abddc9f41bda,When All Hell Breaks Loose,"Spencer, Camika",,2000,Fiction,5,5
ddf5102c-8c1e-4f2d-a1af-766e5127f779,"Gorgias (The Penguin Classics, L94)","Plato and Hamilton, Walter",,1971,Philosophy,5,5
b28510b1-e02d-45dd-bf78-9d8cdcb7d5dd,Quiet Times for Couples,"Wright, H. Norman",,1997,Religion,5,5
5d0a3e7d-949b-4af0-94ce-b91af425b137,Transitions: Making Sense of Life's Changes,"Bridges, William",,1980,Psychology,5,5
10cef894-89fc-4f09-8145-35551db8ce59,Beginner's Guide to Golf,"Lumb, Nick",,1989,Sports & Recreation,5,5
733c6c96-c265-4842-b759-c529a71d1fb9,A Contest of Faiths: Missionary Women and Pluralism in the America Southwest,"Yohn, Susan M.",,1995,Religion,5,5
6666cfc8-c1d8-4c15-a5c5-3ed8a761180a,The Single Parent's Money Guide,"Card, Emily and Kelly, Christie Watts",,1996,Business & Economics,5,5
b05289e8-1aad-46ec-9e28-593e5757306b,F2f,"Finch, Phillip",,1996,Fiction,5,5
c214b32a-221d-458c-bae4-22b5e6753d7a,Freud's Wishful Dream Book,"Welsh, Alexander",,1994,Literary Collections,5,5
cf7d87a2-c759-43f8-a93b-c3ddc7873b08,Complete Idiot's Guide to Parenting Your Teenager (The Complete Idiot's Guide),"Kelly, Kate",,1996,Social Science,5,5
65cda839-0222-4a83-915d-93bfa7f0fdc9,The Antiques Care & Repair Handbook,"Jackson, Albert and Day, David",,1984,Antiques & Collectibles,5,5
2cc84b42-7e22-4f1f-a3ba-72a3ba4b7016,Great Pyramid: Its Secrets & Mysteries Revealed,"Smyth, Charles Piazzi",,1978,History,5,5
34353a07-122e-43bd-8ce1-3fca0348b319,Holy War Inc. Inside the Secret World of Osama Bin Laden,"Bergen, Peter L.",,2001,Political Science,5,5
0dc1e0c0-50b1-42c5-8743-eec70fce920a,Flavor,"DiSpirito, Rocco, Leutwyler, Henry, and Sherer, Kris",,2003,Cooking,5,5
3fb625ef-9aa8-42b0-aa10-8a80b9a03839,Cinderella Cinderella Mini Book: Mini version (Fay's Fairy Tales),"Wegman, William, Kismaric, Carole, and Heiferman, Marvin",,1999,Juvenile Fiction,5,5
c8fff029-d4fa-49dd-8e63-4b69a193a75f,After the Boxes Are Unpacked,"Miller, Susan",,1998,Religion,5,5
15068823-2ce0-46c3-afa0-913367f37c56,The Big Book of Gardening Skills,Gardenway Book (EDT),,1993,Gardening,5,5
5c4e4ea5-0fb0-49e5-99b4-b9eea59cbb06,Reflections in a Glass Eye: Works from the International Center of Photography Collection,"International Center of Photography (PHT), Hollander, Anne (EDT), Handy, Ellen (EDT), and Handy, Ellen",,1999,Photography,5,5
140ca9ee-9aa1-487b-b2e2-5208d2cceb6f,Getting Started in Powerboating,"Armstrong, Bob",,2005,Sports & Recreation,5,5
54195c1f-11fb-43ae-ad6c-1c9907f94a7a,Worth the Fighting For: A Memoir,"McCain, John and Salter, Mark",,2002,Biography & Autobiography,5,5
2302b3c0-eeb1-4dfc-8d14-54f7863f99ce,Red Dragon Rising: Communist China's Military Threat to America,"Timperlake, Edward and Triplett, William C., II",,1999,Political Science,5,5
95346613-d9be-476f-83d5-53fa6c0184a0,All the Way Home,"Giff, Patricia Reilly",,2001,Juvenile Fiction,5,5
977d5d65-259c-4f08-8988-cd77cf636652,Western,"Yerby, Frank",,1982,Fiction,5,5
ac5f2868-db6d-4d08-a301-976e48e1a504,Pierre Franey's Cooking In America,"Franey, Pierre, Jarrett, Lauren (ILT), and Flaste, Richard",,1994,Cooking,5,5
1702adb5-a2ef-4c57-abbd-2623f66ca736,Bias: A CBS Insider Exposes How the Media Distort the News,"Goldberg, Bernard",,2001,Performing Arts,5,5
c1cc7504-e327-4c66-9cdd-e942247b3d8d,Plain and Simple: A Woman's Journey to the Amish,"Bender, Sue",,1989,Religion,5,5
606b4d51-049f-42a1-baab-cb93996aacfa,7 Simple Steps to Unclutter Your Life,"Smallin, Donna",,2000,Self-help,5,5
f9da2caa-0cb1-4593-a306-5901ebf89e19,How to Fool Fish With Feathers: The Incompleat Guide to Fly-Fishing,"MacNelly, Jeff and Margolis, Jon",,1992,Humor,5,5
601b8dee-c83c-4070-9496-025beaeb06da,Tom Brown's Schooldays (Oxford World's Classics),"Sanders, Andrew, Hughes, Arthur, and Hughes, Thomas",,1999,Juvenile Fiction,5,5
e56574cc-5fff-46f1-9e43-45ee5dc5ce09,Metamorphoses (Oxford World's Classics),"Ovid, Melville, A. D. (TRN), and Kenney, E. J. (INT)",,1998,Poetry,5,5
e7f7c755-638f-4def-873f-98ca061df0d5,Germinal (Oxford World's Classics),"Zola, Emile, Collier, Peter (TRN), and Lethbridge, Robert (TRN)",,1998,Fiction,5,5
c651f556-abeb-4e8e-a69f-e3f9ab8b56c6,The California Coastal Resource Guide,"California Coastal Commission, Caughman, Madge, and Ginsberg, Joanne S.",,1987,Nature,5,5
6875c038-b1bb-47d3-9e55-ba5cdf276883,Tools and Gadgets (Historic Communities (Paperback)),"Kalman, Bobbie",,1992,Juvenile Nonfiction,5,5
95a076da-e212-4ee1-a06b-7f9c8b288f10,Where No One Has Gone Before: A History in Pictures (Star Trek),"Dillard, J. M. and Dillar, J. M.",,1994,Fiction,5,5
8b812db8-6086-4afa-817d-fb53b13d2e22,Superdog: Raising the Perfect Canine Companion,"Fox, Michael W.",,1996,Pets,5,5
ae27c76e-a0bb-4682-b4b3-f4403f3ed271,Football America: Celebrating Our National Passion,"Barber, Phil and Didinger, Ray",,1996,Sports & Recreation,5,5
f8a83207-5d95-41ec-8a0c-e435318396f5,Death and Deconstruction,"Fleming, Anne",,1995,Fiction,5,5
1e956210-e433-467f-87bb-e7eb46a54868,"The Education of the Heart: Readings and Sources for Care of the Soul, Soul Mates, and The Re-Enchantment of Everyday Life","Moore, Thomas (EDT)",,1997,Religion,5,5
834a1178-4a2f-4402-af6d-d1fe75c74943,Legends: Conversations With Baseball Greats,"Rust, Art and Marley, Michael",,1989,Biography & Autobiography,5,5
5697e071-4aaa-4557-a490-1abace46c6bf,Out to Canaan (Book 4 of the Mitford Years),"Karon, Jan",,1998,Fiction,5,5
06c9ff98-5e06-4549-90bd-04794dcec047,Garfield Book of Cat Names,"Davis, Jim and Wallace, Carol",,1988,Humor,5,5
4456a277-9c54-4510-b0f4-81b873edaa23,"Shark Tank: Greed, Politics, and the Collapse of Finley Kumble, One of America's Largest Law Firms","Eisler, Kim Isaac",,1990,Law,5,5
a1cacd1c-68d2-431d-8c2a-32c0b6586c2c,"The Real War on Crime: Report of the National Criminal Justice Commission, The","National Criminal Justice Commission (U. S.) (COR) and Donziger, Steven A. (EDT)",,1996,Political Science,5,5
0dad4932-6e2d-487d-847a-813ebcd594a2,"The Quarterlifer's Companion : How to Get on the Right Career Path, Control Your Finances, and Find the Support Network You Need to Thrive","Wilner, Abby and Stocker, Catherine",,2005,Self-help,5,5
c6a92254-fb87-4416-9e59-6a5baf96b1b0,Leaving Town Alive: Confessions of an Arts Warrior,"Frohnmayer, John",,1993,Political Science,5,5
5fb24187-2bb3-4317-bd0e-73d139e2bd50,A Show of Hands: Say It in Sign Language,"Sullivan, Mary Beth and Bourke, Linda",,1985,Juvenile Nonfiction,5,5
7a46c364-75d7-46a5-95d4-1140551401f1,Silent Sons: A Book for and About Men,"Ackerman, Robert J.",,1994,Psychology,5,5
26b2d469-4171-4336-a53d-0bf2feaa5189,Walker Evans: A Biography,"Evans, Walker and Rathbone, Belinda",,2000,Biography & Autobiography,5,5
395c520f-841b-4fb3-92a2-32bb459eb7a1,Cars 1886-1930,"Georgano, G. N.",,1985,Science,5,5
7718035e-6600-4112-93ad-c0c4ef624fab,Dr Jekyll and Mr Hyde and Weir of Hermiston (Oxford World's Classics),"Stevenson, Robert Louis and Letley, Emma",,1998,Young Adult Fiction,5,5
3cbb89ea-b13d-43d0-a9b1-ffc38bb4c6ab,Spirited Americans: A Commentary on America's Optimists-From the Puritans to the Cybr-Century,"Jeffcoat, A. E.",,2000,History,5,5
fa4e422a-12b5-4e94-90f2-88d0ca82ada6,What Went Wrong?: Western Impact and Middle Eastern Response,"Lewis, Bernard",,2001,History,5,5
0251944e-11ef-45f3-9486-19f378df5f51,Your Sacred Self,"Dyer, Wayne W.",,1995,Religion,5,5
fd8b60ae-c3d2-483b-8476-95064f7ef494,The World's Whales: The Complete Illustrated Guide,"Balcomb, Kenneth C., Foster, Larry, and Minasian, Stanley M.",,1984,Science,5,5
479dfc25-ea53-4cc4-bf02-97513ce1a3ad,"Is Sex Necessary?: Or, Why You Feel the Way You Do","White, E. B. and Thurber, James",,1990,Humor,5,5
ef4609d7-2d5b-44b2-b550-7daf6dab911b,Balancing Acts,"Hoagland, Edward",,1992,Nature,5,5
4457e3dc-2002-4796-8fb6-de2098cffd54,Gardens of the World: The Art and Practice of Gardening,"Hobhouse, Penelope and McDonald, Elvin (CON)",,1991,Gardening,5,5
3bd0142e-dd46-4f0a-8b90-34151f53283f,Brass,"Walsh, Helen",,2004,Fiction,5,5
3d700f13-30d8-46ed-87b9-52de62f12f5e,REASONABLE DOUBTS: The O.J. Simpson Case and the Criminal Justice System,"Dershowitz, Alan M.",,1996,Law,5,5
22427877-3ba8-45f1-aae0-b7ea79ce1153,The Lives of the Muses: Nine Women & the Artists They Inspired,"Prose, Francine",,2002,Art,5,5
aafd9a61-f899-4ba1-9aba-dfd262b7a392,Pilgrim: A Novel,"Findley, Timothy",,2001,Fiction,5,5
d324fe68-8d7b-4372-b017-ba22c9632ab7,Soup Suppers: More Than 100 Main-Course Soups and 40 Accompaniments,"Schwartz, Arthur",,1994,Cooking,5,5
ce3d7235-91af-4cb4-a221-150d0bbd831a,The Big Bands Trivia Quiz Book,"Simon, George",,1985,Music,5,5
55afb517-d3f5-4258-8c8c-ede09bd86e58,The American Style of Foreign Policy: Cultural Politics and Foreign Affairs,"Dallek, Robert",,1990,Political Science,5,5
3bfdea1e-3943-492b-a0e5-4f61b2b83938,D.H. Lawrence: The Story of a Marriage,"Maddox, Brenda",,1994,Literary Criticism,5,5
59dcc379-bdc2-43ea-9be2-a66f10a1b71a,The Illustrated Almanac of Historical Facts: From the Dawn of the Christian Era to the New World Order,"Stewart, Robert",,1994,Reference,5,5
592b68cf-9dea-4806-aa34-f7169715a7c9,Notable American Women: A Biographical Dictionary: Notable American Women: The Modern Period: A Biographical Dictionary (Notable American Women) (Volume 4),"Sicherman, Barbara (EDT) and Green, Carol Hurd (EDT)",,1986,Biography & Autobiography,5,5
e564ffb9-a3d7-426b-9782-a006f9a208ae,Ashes of Glory: Richmond at War,"Furgurson, Ernest B.",,1996,History,5,5
b33973e4-0259-4b1c-b649-26ee1c43f505,"God's Masterwork: A Concerto in Sixty-Six Movements : Ezra Through Daniel (Swindoll Bible Study Guides , Part 2)","Swindoll, Charles R.",,1997,Music,5,5
32d3ac22-5251-4eb1-83b6-3276637dced5,"In Buddha's Kitchen : Cooking, Being Cooked, and Other Adventures at a Meditation Center","Snow, Kimberley",,2003,Religion,5,5
0f6a75e0-5036-4cc9-873d-f0b3e322e9bb,Crossing Over: The Stories Behind the Stories,"Edward, John",,2001,Body,5,5
8c77396d-db6b-4f32-bf03-593e27200aa5,The New Yorker Cartoon Album 1975-1985,The New Yorker,,1987,Humor,5,5
00ed4cef-3816-43b1-8b22-5d6ebc397f71,We Are America,"Joy, Anna",,1992,Reference,5,5
f3139bf5-fe48-4965-a035-202b2a6f769b,Dr. Nancy Snyderman's Guide to Health: For Women over Forty,"Blackstone, Margaret and Snyderman, Nancy L., M.D.",,1996,Health & Fitness,5,5
524e1c0c-0901-4a70-a783-e7fa10b68f56,Unravelling,"Graver, Elizabeth",,1999,Fiction,5,5
3fa68e35-1dfc-4284-a55d-0f449fe7809f,An Obedient Father,"Sharma, Akhil",,2001,Fiction,5,5
8deb2aea-71a5-4c62-b438-c32c61a6afe8,Like the Red Panda,"Seigel, Andrea",,2004,Fiction,5,5
73f7b39f-88aa-4e01-b917-9a789fd28d5f,East Asia: From Chinese Predominance to the Rise of the Pacific Rim,"Cotterell, Arthur",,1995,Health & Fitness,5,5
3205c98d-619f-47fa-8223-64af34994f0f,Hamlet's Mother and Other Women,"Heilbrun, Carolyn G.",,1990,Literary Collections,5,5
c18e2ea7-7a41-4a29-835f-2ba5c9712846,The Book of Intimate Grammar,"Grossman, David and Rosenberg, Betsy (TRN)",,1994,Fiction,5,5
ff15b710-db4b-400f-9e61-d48001813df2,Sunset Recipe Annual 1995,Sunset Books,,1995,House & Home,5,5
7773ce5b-8338-489f-a824-ca6092874492,Ritalin Nation: Rapid-Fire Culture and the Transformation of Human Consciousness,"Degrandpre, Richard J.",,1999,Medical,5,5
67db1265-542f-4cf3-89b0-9d13ecf56653,"Ashes to Ashes: America's Hundred-Year Cigarette War, the Public Health, and the Unabashed Triumph of Philip Morris","Kluger, Richard",,1996,Business & Economics,5,5
54f80bca-52e3-4923-b1c0-1cd657a95d1a,"Recyclopedia: Games, Science Equipment, and Crafts from Recycled Materials","Simons, Robin",,1976,Juvenile Nonfiction,5,5
e7d89f05-fd8f-4af8-8463-ae9d5c1335c7,The Survival Factor,"Birkhead, Mike and Birkhead, Tim",,1991,Science,5,5
d19587d8-a517-4c99-b16d-911924e502a4,World of Our Fathers: The Journey of The Eastern European Jews to America,"Libo, Kenneth and Howe, Irving",,1989,Social Science,5,5
20d2e737-62b0-4fe0-9674-4b278dbb7e70,Dance Of A Fallen Monk: The Twists And Turns Of A Spiritual Life,"Fowler, George",,1995,Biography & Autobiography,5,5
aab9a4a0-b614-4570-8803-bfbdbbfa1601,Intervention and Reflection: Basic Issues in Medical Ethics (Philosophy),"Munson, Ronald and Hoffman, Christopher A.",,1995,Medical,5,5
59b6e2e9-1b92-472a-af5b-4e63dda3bb70,Ronald Reagan: His Life In Pictures,"Spada, James",,2001,Biography & Autobiography,5,5
b393bfdf-76dd-4479-9835-6abcaa623e59,Deadlock: The Inside Story of America's Closest Election,"Nakashima, Ellen",,2001,Political Science,5,5
9ac01a47-fcbf-4747-8163-f2545b0b683a,Truman,"McCullough, David",,1992,Biography & Autobiography,5,5
f5d7bf2b-a030-4f7e-9c0b-7d45870fcc38,Alistair Cooke's America,"Cooke, Alistair",,2002,History,5,5
7636196f-01c6-47f0-8ed8-c6bd40c93747,Going Bridal: How to Get Married Without Losing Your Mind,"Robbins, Li",,2003,Reference,5,5
6f8e4998-3797-48fd-8f83-ea6ae7222f30,Incidents in the Life of a Slave Girl,"Jacobs, Harriet, Child, Lydia Maria Francis, and Brent, L.",,1973,Biography & Autobiography,5,5
4051cd4f-fb44-4020-8eef-f611223b8664,Plumage,"Springer, Nancy",,2000,Fiction,5,5
ec907be6-7f03-46bd-b339-5a5e507b65cf,The Fundamentals of Play: A Novel,"Macy, Caitlin",,2001,Fiction,5,5
03b4262b-96a5-4e75-a60b-998015fa018b,Improvised Europeans: American Literary Expatriates In London,"Zwerdling, Alex",,1998,Literary Criticism,5,5
740269be-e377-4e14-9fc6-326987ff9690,"Best Places to Stay in the Caribbean, Sixth Edition","Jamison, Cheryl Alters, Jamison, Bill, and Shaw, Bruce",,2000,Travel,5,5
5ffc5f77-3c0b-42eb-b0a5-aa46f5b64727,Solve Your Child's Sleep Problems,"Ferber, Richard",,1986,Family & Relationships,5,5
0da75990-293e-4d00-a2d0-0f582f6cf203,The World Of Biblical Literature,"Alter, Robert",,1992,Religion,5,5
185d1ea6-a2a6-4751-b0f7-de0db83a50f9,Caring and Coping When Your Loved One is Seriously Ill,"Grollman, Earl A.",,1995,Self-help,5,5
9fdaad7a-8107-4a65-9739-0856155bd96e,Voice Lessons: On Becoming a (Woman) Writer,"Mairs, Nancy",,1997,Literary Criticism,5,5
66a448bf-0794-4fe5-bfde-4fb028a48b05,The New Face of Terrorism: Threats from Weapons of Mass Destruction,"Cole, Benjamin and Gurr, Nadine",,2000,Social Science,5,5
6f1a6dea-9651-4b83-8f41-415869e37fb6,"The Rich Are Different: A Priceless Treasury of Quotations and Anecdotes About the Affluent, the Posh, a nd the Just Plain Loaded","Winokur, Jon (EDT)",,1996,Humor,5,5
4ba56f7f-c6e1-4e8c-9970-83b00b3ca9ab,Mensa Presents Number Puzzles for Math Geniuses: 200 Fiendish and Intriguing Mind Games,"Gale, Harold",,1993,Games,5,5
a64d8092-18fc-40c0-ad92-ef32eee2f23d,Nine Innings,"Okrent, Daniel",,1985,Sports & Recreation,5,5
